subject	run	trial	syllable	wav_file	syllable_number	onset_sec	offset_sec
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	1	0.2725	0.4125
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	2	0.4125	0.6125
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	3	0.6125	0.7325
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	4	0.7325	0.8925
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	5	0.8925	1.0325
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	6	1.0325	1.1725
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	7	1.1725	1.3325
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	8	1.3325	1.4925
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	9	1.4925	1.6525
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	10	1.6525	1.7725
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	11	1.7725	1.9325
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	12	1.9325	2.0925
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	13	2.0925	2.2525
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	14	2.2525	2.4125
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	15	2.4125	2.5725
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	16	2.5725	2.7125
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	17	2.7525	2.8925
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	18	2.8925	3.0525
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	19	3.0525	3.2125
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	20	3.2125	3.3725
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	21	3.3725	3.5725
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	22	3.5725	3.7325
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	23	3.7325	3.8525
sub-01	1	1	day	behav_sub-01_run-01_trial-01.wav	24	3.8525	3.9725
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	1	0.5925	0.7325
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	2	0.7325	0.8925
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	3	0.8925	1.0525
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	4	1.0525	1.2125
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	5	1.2125	1.3525
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	6	1.3925	1.5325
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	7	1.5925	1.6925
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	8	1.6925	1.8525
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	9	1.8925	2.0525
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	10	2.0525	2.2125
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	11	2.2125	2.3525
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	12	2.4325	2.4925
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	13	2.5725	2.6925
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	14	2.7525	2.8525
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	15	2.8525	3.0325
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	16	3.0925	3.1925
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	17	3.2525	3.3525
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	18	3.4325	3.5325
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	19	3.5925	3.6925
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	20	3.7525	3.8725
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	21	3.9325	4.0525
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	22	4.1125	4.2525
sub-01	1	2	ter	behav_sub-01_run-01_trial-02.wav	23	4.2525	4.4125
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	1	0.4925	0.6525
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	2	0.6525	0.7925
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	3	0.7925	0.9525
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	4	0.9525	1.1325
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	5	1.1325	1.2925
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	6	1.2925	1.4525
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	7	1.4525	1.6325
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	8	1.6325	1.8125
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	9	1.8125	1.9925
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	10	1.9925	2.1725
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	11	2.1725	2.3725
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	12	2.3725	2.5525
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	13	2.5525	2.7525
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	14	2.7525	2.9325
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	15	2.9325	3.0925
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	16	3.0925	3.2925
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	17	3.2925	3.4725
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	18	3.4725	3.6525
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	19	3.6525	3.8325
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	20	3.8325	4.0125
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	21	4.0125	4.1725
sub-01	1	3	naw	behav_sub-01_run-01_trial-03.wav	22	4.1725	4.3525
sub-01	1	4	fee	behav_sub-01_run-01_trial-04.wav	1	0.2125	0.2925
sub-01	1	4	fee	behav_sub-01_run-01_trial-04.wav	2	0.3325	0.4525
