subject	run	trial	syllable	wav_file	syllable_number	onset_sec	offset_sec
sub-04	1	8	thrilled	sub-04_run-01_trial-08.wav	5	1.8525	2.1125
sub-04	1	8	thrilled	sub-04_run-01_trial-08.wav	6	2.1925	2.4325
sub-04	1	8	thrilled	sub-04_run-01_trial-08.wav	7	2.5725	2.8325
sub-04	1	8	thrilled	sub-04_run-01_trial-08.wav	8	2.9525	3.2125
sub-04	1	8	thrilled	sub-04_run-01_trial-08.wav	9	3.3125	3.5925
sub-04	1	8	thrilled	sub-04_run-01_trial-08.wav	10	3.6925	3.9125
sub-04	1	8	thrilled	sub-04_run-01_trial-08.wav	11	4.0125	4.2925
sub-04	1	9	out	sub-04_run-01_trial-09.wav	1	0.5525	0.7125
sub-04	1	9	out	sub-04_run-01_trial-09.wav	2	0.7925	0.9525
sub-04	1	9	out	sub-04_run-01_trial-09.wav	3	1.0325	1.2125
sub-04	1	9	out	sub-04_run-01_trial-09.wav	4	1.2925	1.5325
sub-04	1	9	out	sub-04_run-01_trial-09.wav	5	1.5325	1.7125
sub-04	1	9	out	sub-04_run-01_trial-09.wav	6	1.7925	1.9525
sub-04	1	9	out	sub-04_run-01_trial-09.wav	7	2.0325	2.2125
sub-04	1	9	out	sub-04_run-01_trial-09.wav	8	2.2925	2.4725
sub-04	1	9	out	sub-04_run-01_trial-09.wav	9	2.5525	2.7325
sub-04	1	9	out	sub-04_run-01_trial-09.wav	10	2.8125	3.0125
sub-04	1	9	out	sub-04_run-01_trial-09.wav	11	3.0925	3.3725
sub-04	1	9	out	sub-04_run-01_trial-09.wav	12	3.3725	3.5525
sub-04	1	9	out	sub-04_run-01_trial-09.wav	13	3.6325	3.9325
sub-04	1	9	out	sub-04_run-01_trial-09.wav	14	3.9325	4.1125
sub-04	1	9	out	sub-04_run-01_trial-09.wav	15	4.1925	4.2925
sub-04	1	10	jin	sub-04_run-01_trial-10.wav	1	0.5525	0.8125
sub-04	1	10	jin	sub-04_run-01_trial-10.wav	2	0.8125	1.1125
sub-04	1	10	jin	sub-04_run-01_trial-10.wav	3	1.1125	1.4125
sub-04	1	10	jin	sub-04_run-01_trial-10.wav	4	1.4125	1.6925
sub-04	1	10	jin	sub-04_run-01_trial-10.wav	5	1.6925	2.0125
sub-04	1	10	jin	sub-04_run-01_trial-10.wav	6	2.0125	2.3325
sub-04	1	10	jin	sub-04_run-01_trial-10.wav	7	2.3325	2.6125
sub-04	1	10	jin	sub-04_run-01_trial-10.wav	8	2.6125	2.8925
sub-04	1	10	jin	sub-04_run-01_trial-10.wav	9	2.8925	3.1525
sub-04	1	10	jin	sub-04_run-01_trial-10.wav	10	3.1525	3.3925
sub-04	1	10	jin	sub-04_run-01_trial-10.wav	11	3.3925	3.6925
sub-04	1	10	jin	sub-04_run-01_trial-10.wav	12	3.6925	3.9725
sub-04	1	10	jin	sub-04_run-01_trial-10.wav	13	3.9725	4.2525
sub-04	1	11	neh	sub-04_run-01_trial-11.wav	1	0.5125	0.7725
sub-04	1	11	neh	sub-04_run-01_trial-11.wav	2	0.7725	1.0525
sub-04	1	11	neh	sub-04_run-01_trial-11.wav	3	1.0525	1.3325
sub-04	1	11	neh	sub-04_run-01_trial-11.wav	4	1.3325	1.6325
sub-04	1	11	neh	sub-04_run-01_trial-11.wav	5	1.7525	1.9925
sub-04	1	11	neh	sub-04_run-01_trial-11.wav	6	2.0525	2.2925
sub-04	1	11	neh	sub-04_run-01_trial-11.wav	7	2.3925	2.6125
sub-04	1	11	neh	sub-04_run-01_trial-11.wav	8	2.6125	2.9525
sub-04	1	11	neh	sub-04_run-01_trial-11.wav	9	2.9525	3.2725
sub-04	1	11	neh	sub-04_run-01_trial-11.wav	10	3.2725	3.5925
sub-04	1	11	neh	sub-04_run-01_trial-11.wav	11	3.5925	3.9125
sub-04	1	11	neh	sub-04_run-01_trial-11.wav	12	3.9125	4.2925
sub-04	1	12	pot	sub-04_run-01_trial-12.wav	1	0.5925	0.8525
sub-04	1	12	pot	sub-04_run-01_trial-12.wav	2	0.8925	1.0725
sub-04	1	12	pot	sub-04_run-01_trial-12.wav	3	1.2125	1.3525
sub-04	1	12	pot	sub-04_run-01_trial-12.wav	4	1.4525	1.6525
sub-04	1	12	pot	sub-04_run-01_trial-12.wav	5	1.7725	1.9525
sub-04	1	12	pot	sub-04_run-01_trial-12.wav	6	2.1125	2.3325
sub-04	1	12	pot	sub-04_run-01_trial-12.wav	7	2.4125	2.5925
sub-04	1	12	pot	sub-04_run-01_trial-12.wav	8	2.7525	2.9325
sub-04	1	12	pot	sub-04_run-01_trial-12.wav	9	3.0725	3.2525
sub-04	1	12	pot	sub-04_run-01_trial-12.wav	10	3.3725	3.5525
sub-04	1	12	pot	sub-04_run-01_trial-12.wav	11	3.6725	3.8325
sub-04	1	12	pot	sub-04_run-01_trial-12.wav	12	3.9725	4.2325
sub-04	1	12	pot	sub-04_run-01_trial-12.wav	13	4.2325	4.5125
sub-04	1	13	per	sub-04_run-01_trial-13.wav	1	0.4525	0.6525
sub-04	1	13	per	sub-04_run-01_trial-13.wav	2	0.7125	0.9325
sub-04	1	13	per	sub-04_run-01_trial-13.wav	3	1.0125	1.2325
sub-04	1	13	per	sub-04_run-01_trial-13.wav	4	1.3125	1.5525
sub-04	1	13	per	sub-04_run-01_trial-13.wav	5	1.6125	1.7925
sub-04	1	13	per	sub-04_run-01_trial-13.wav	6	1.8725	2.1325
sub-04	1	13	per	sub-04_run-01_trial-13.wav	7	2.2125	2.3925
sub-04	1	13	per	sub-04_run-01_trial-13.wav	8	2.4725	2.7125
sub-04	1	13	per	sub-04_run-01_trial-13.wav	9	2.7925	2.9725
sub-04	1	13	per	sub-04_run-01_trial-13.wav	10	3.0525	3.2925
sub-04	1	13	per	sub-04_run-01_trial-13.wav	11	3.3725	3.5325
sub-04	1	13	per	sub-04_run-01_trial-13.wav	12	3.6125	3.8525
sub-04	1	13	per	sub-04_run-01_trial-13.wav	13	3.9325	4.1725
sub-04	1	13	per	sub-04_run-01_trial-13.wav	14	4.1725	4.2725
sub-04	1	14	throne	sub-04_run-01_trial-14.wav	1	0.4125	0.6525
sub-04	1	14	throne	sub-04_run-01_trial-14.wav	2	0.6525	0.9725
sub-04	1	14	throne	sub-04_run-01_trial-14.wav	3	0.9725	1.2125
sub-04	1	14	throne	sub-04_run-01_trial-14.wav	4	1.2725	1.4925
sub-04	1	14	throne	sub-04_run-01_trial-14.wav	5	1.5525	1.8125
sub-04	1	14	throne	sub-04_run-01_trial-14.wav	6	1.8925	2.2125
sub-04	1	14	throne	sub-04_run-01_trial-14.wav	7	2.2125	2.5125
sub-04	1	14	throne	sub-04_run-01_trial-14.wav	8	2.5125	2.7925
sub-04	1	14	throne	sub-04_run-01_trial-14.wav	9	2.7925	3.0325
sub-04	1	14	throne	sub-04_run-01_trial-14.wav	10	3.1125	3.3325
sub-04	1	14	throne	sub-04_run-01_trial-14.wav	11	3.3325	3.5925
sub-04	1	14	throne	sub-04_run-01_trial-14.wav	12	3.6525	3.9525
sub-04	1	14	throne	sub-04_run-01_trial-14.wav	13	3.9525	4.1925
sub-04	1	14	throne	sub-04_run-01_trial-14.wav	14	4.2325	4.3925
sub-04	1	15	thought	sub-04_run-01_trial-15.wav	1	0.4525	0.6325
sub-04	1	15	thought	sub-04_run-01_trial-15.wav	2	0.7325	0.9125
sub-04	1	15	thought	sub-04_run-01_trial-15.wav	3	0.9125	1.0125
sub-04	1	15	thought	sub-04_run-01_trial-15.wav	4	1.0125	1.3125
sub-04	1	15	thought	sub-04_run-01_trial-15.wav	5	1.3125	1.5925
sub-04	1	15	thought	sub-04_run-01_trial-15.wav	6	1.5925	1.7525
sub-04	1	15	thought	sub-04_run-01_trial-15.wav	7	1.8925	2.1925
sub-04	1	15	thought	sub-04_run-01_trial-15.wav	8	2.1925	2.3525
sub-04	1	15	thought	sub-04_run-01_trial-15.wav	9	2.3525	2.8125
sub-04	1	15	thought	sub-04_run-01_trial-15.wav	10	2.8125	3.1125
sub-04	1	15	thought	sub-04_run-01_trial-15.wav	11	3.1125	3.3125
sub-04	1	15	thought	sub-04_run-01_trial-15.wav	12	3.4125	3.6125
sub-04	1	15	thought	sub-04_run-01_trial-15.wav	13	3.7325	4.0525
sub-04	1	15	thought	sub-04_run-01_trial-15.wav	14	4.0525	4.3725
sub-04	1	15	thought	sub-04_run-01_trial-15.wav	15	4.3725	4.4925
sub-04	1	16	ti	sub-04_run-01_trial-16.wav	1	0.4925	0.6525
sub-04	1	16	ti	sub-04_run-01_trial-16.wav	2	0.6525	0.8725
sub-04	1	16	ti	sub-04_run-01_trial-16.wav	3	0.9525	1.1125
sub-04	1	16	ti	sub-04_run-01_trial-16.wav	4	1.1925	1.3525
sub-04	1	16	ti	sub-04_run-01_trial-16.wav	5	1.4325	1.5925
sub-04	1	16	ti	sub-04_run-01_trial-16.wav	6	1.6525	1.8525
sub-04	1	16	ti	sub-04_run-01_trial-16.wav	7	1.8525	2.0725
sub-04	1	16	ti	sub-04_run-01_trial-16.wav	8	2.1325	2.2925
sub-04	1	16	ti	sub-04_run-01_trial-16.wav	9	2.3725	2.5525
sub-04	1	16	ti	sub-04_run-01_trial-16.wav	10	2.6325	2.7925
sub-04	1	16	ti	sub-04_run-01_trial-16.wav	11	2.8725	3.0325
sub-04	1	16	ti	sub-04_run-01_trial-16.wav	12	3.1125	3.3125
sub-04	1	16	ti	sub-04_run-01_trial-16.wav	13	3.3525	3.5725
sub-04	1	16	ti	sub-04_run-01_trial-16.wav	14	3.5725	3.7725
sub-04	1	16	ti	sub-04_run-01_trial-16.wav	15	3.8325	3.9925
sub-04	1	16	ti	sub-04_run-01_trial-16.wav	16	4.0725	4.2325
sub-04	1	17	caw	sub-04_run-01_trial-17.wav	1	0.4325	0.6525
sub-04	1	17	caw	sub-04_run-01_trial-17.wav	2	0.7125	0.9325
sub-04	1	17	caw	sub-04_run-01_trial-17.wav	3	0.9925	1.2125
sub-04	1	17	caw	sub-04_run-01_trial-17.wav	4	1.2725	1.5125
sub-04	1	17	caw	sub-04_run-01_trial-17.wav	5	1.5925	1.8325
sub-04	1	17	caw	sub-04_run-01_trial-17.wav	6	1.8925	2.1325
sub-04	1	17	caw	sub-04_run-01_trial-17.wav	7	2.2125	2.4125
sub-04	1	17	caw	sub-04_run-01_trial-17.wav	8	2.4925	2.7125
sub-04	1	17	caw	sub-04_run-01_trial-17.wav	9	2.7925	3.0125
sub-04	1	17	caw	sub-04_run-01_trial-17.wav	10	3.0925	3.3125
sub-04	1	17	caw	sub-04_run-01_trial-17.wav	11	3.3925	3.5925
sub-04	1	17	caw	sub-04_run-01_trial-17.wav	12	3.6725	3.8925
sub-04	1	17	caw	sub-04_run-01_trial-17.wav	13	3.9725	4.1925
sub-04	1	18	peck	sub-04_run-01_trial-18.wav	1	0.5125	0.6525
sub-04	1	18	peck	sub-04_run-01_trial-18.wav	2	0.7725	0.9325
sub-04	1	18	peck	sub-04_run-01_trial-18.wav	3	1.0325	1.1925
sub-04	1	18	peck	sub-04_run-01_trial-18.wav	4	1.2925	1.4325
sub-04	1	18	peck	sub-04_run-01_trial-18.wav	5	1.5525	1.7125
sub-04	1	18	peck	sub-04_run-01_trial-18.wav	6	1.8125	1.9525
sub-04	1	18	peck	sub-04_run-01_trial-18.wav	7	2.0925	2.2125
sub-04	1	18	peck	sub-04_run-01_trial-18.wav	8	2.3325	2.4725
sub-04	1	18	peck	sub-04_run-01_trial-18.wav	9	2.5925	2.7525
sub-04	1	18	peck	sub-04_run-01_trial-18.wav	10	2.8525	2.9925
sub-04	1	18	peck	sub-04_run-01_trial-18.wav	11	3.1325	3.2725
sub-04	1	18	peck	sub-04_run-01_trial-18.wav	12	3.3925	3.5325
sub-04	1	18	peck	sub-04_run-01_trial-18.wav	13	3.6725	3.8125
sub-04	1	18	peck	sub-04_run-01_trial-18.wav	14	3.9325	4.1125
sub-04	1	18	peck	sub-04_run-01_trial-18.wav	15	4.2125	4.3525
sub-04	1	19	how	sub-04_run-01_trial-19.wav	1	0.3725	0.6125
sub-04	1	19	how	sub-04_run-01_trial-19.wav	2	0.6125	0.8525
sub-04	1	19	how	sub-04_run-01_trial-19.wav	3	0.8525	1.1325
sub-04	1	19	how	sub-04_run-01_trial-19.wav	4	1.1325	1.3925
sub-04	1	19	how	sub-04_run-01_trial-19.wav	5	1.3925	1.6725
sub-04	1	19	how	sub-04_run-01_trial-19.wav	6	1.6725	1.9525
sub-04	1	19	how	sub-04_run-01_trial-19.wav	7	1.9525	2.2325
sub-04	1	19	how	sub-04_run-01_trial-19.wav	8	2.2325	2.5325
sub-04	1	19	how	sub-04_run-01_trial-19.wav	9	2.5325	2.8525
sub-04	1	19	how	sub-04_run-01_trial-19.wav	10	2.8525	3.0925
sub-04	1	19	how	sub-04_run-01_trial-19.wav	11	3.0925	3.3725
sub-04	1	19	how	sub-04_run-01_trial-19.wav	12	3.3725	3.6725
sub-04	1	19	how	sub-04_run-01_trial-19.wav	13	3.6725	4.0125
sub-04	1	19	how	sub-04_run-01_trial-19.wav	14	4.0125	4.2525
sub-04	1	20	pro	sub-04_run-01_trial-20.wav	1	0.4125	0.6325
sub-04	1	20	pro	sub-04_run-01_trial-20.wav	2	0.7325	0.9325
sub-04	1	20	pro	sub-04_run-01_trial-20.wav	3	1.0125	1.2525
sub-04	1	20	pro	sub-04_run-01_trial-20.wav	4	1.3525	1.6525
sub-04	1	20	pro	sub-04_run-01_trial-20.wav	5	1.6525	1.8725
sub-04	1	20	pro	sub-04_run-01_trial-20.wav	6	1.9525	2.1725
sub-04	1	20	pro	sub-04_run-01_trial-20.wav	7	2.2725	2.5725
sub-04	1	20	pro	sub-04_run-01_trial-20.wav	8	2.5725	2.7525
sub-04	1	20	pro	sub-04_run-01_trial-20.wav	9	2.8525	3.1325
sub-04	1	20	pro	sub-04_run-01_trial-20.wav	10	3.1325	3.3525
sub-04	1	20	pro	sub-04_run-01_trial-20.wav	11	3.4325	3.7325
sub-04	1	20	pro	sub-04_run-01_trial-20.wav	12	3.7325	4.0125
sub-04	1	20	pro	sub-04_run-01_trial-20.wav	13	4.0125	4.2725
sub-04	1	21	day	sub-04_run-01_trial-21.wav	1	0.3525	0.5525
sub-04	1	21	day	sub-04_run-01_trial-21.wav	2	0.6325	0.8325
sub-04	1	21	day	sub-04_run-01_trial-21.wav	3	0.8925	1.0925
sub-04	1	21	day	sub-04_run-01_trial-21.wav	4	1.1925	1.4525
sub-04	1	21	day	sub-04_run-01_trial-21.wav	5	1.5125	1.7125
sub-04	1	21	day	sub-04_run-01_trial-21.wav	6	1.7925	2.0125
sub-04	1	21	day	sub-04_run-01_trial-21.wav	7	2.0925	2.4125
sub-04	1	21	day	sub-04_run-01_trial-21.wav	8	2.4125	2.6525
sub-04	1	21	day	sub-04_run-01_trial-21.wav	9	2.7325	2.9325
sub-04	1	21	day	sub-04_run-01_trial-21.wav	10	3.0125	3.2325
sub-04	1	21	day	sub-04_run-01_trial-21.wav	11	3.3125	3.6525
sub-04	1	21	day	sub-04_run-01_trial-21.wav	12	3.6525	3.8925
sub-04	1	21	day	sub-04_run-01_trial-21.wav	13	4.0125	4.2525
sub-04	1	22	chuck	sub-04_run-01_trial-22.wav	1	0.5925	0.8125
sub-04	1	22	chuck	sub-04_run-01_trial-22.wav	2	0.8925	1.0725
sub-04	1	22	chuck	sub-04_run-01_trial-22.wav	3	1.1525	1.3725
sub-04	1	22	chuck	sub-04_run-01_trial-22.wav	4	1.4725	1.6525
sub-04	1	22	chuck	sub-04_run-01_trial-22.wav	5	1.7525	2.0525
sub-04	1	22	chuck	sub-04_run-01_trial-22.wav	6	2.0525	2.2525
sub-04	1	22	chuck	sub-04_run-01_trial-22.wav	7	2.3325	2.4725
sub-04	1	22	chuck	sub-04_run-01_trial-22.wav	8	2.5925	2.7725
sub-04	1	22	chuck	sub-04_run-01_trial-22.wav	9	2.8725	3.0325
sub-04	1	22	chuck	sub-04_run-01_trial-22.wav	10	3.1325	3.3125
sub-04	1	22	chuck	sub-04_run-01_trial-22.wav	11	3.3925	3.5725
sub-04	1	22	chuck	sub-04_run-01_trial-22.wav	12	3.6525	3.8125
sub-04	1	22	chuck	sub-04_run-01_trial-22.wav	13	3.9325	4.1325
sub-04	1	22	chuck	sub-04_run-01_trial-22.wav	14	4.1925	4.3125
sub-04	1	23	less	sub-04_run-01_trial-23.wav	1	0.3925	0.6525
sub-04	1	23	less	sub-04_run-01_trial-23.wav	2	0.6525	0.9925
sub-04	1	23	less	sub-04_run-01_trial-23.wav	3	0.9925	1.2925
sub-04	1	23	less	sub-04_run-01_trial-23.wav	4	1.2925	1.5925
sub-04	1	23	less	sub-04_run-01_trial-23.wav	5	1.5925	1.8925
sub-04	1	23	less	sub-04_run-01_trial-23.wav	6	1.8925	2.1725
sub-04	1	23	less	sub-04_run-01_trial-23.wav	7	2.1725	2.4525
sub-04	1	23	less	sub-04_run-01_trial-23.wav	8	2.4525	2.7925
sub-04	1	23	less	sub-04_run-01_trial-23.wav	9	2.7925	3.0925
sub-04	1	23	less	sub-04_run-01_trial-23.wav	10	3.0925	3.3125
sub-04	1	23	less	sub-04_run-01_trial-23.wav	11	3.3125	3.4125
sub-04	1	23	less	sub-04_run-01_trial-23.wav	12	3.4125	3.5925
sub-04	1	23	less	sub-04_run-01_trial-23.wav	13	3.5925	4.0125
sub-04	1	23	less	sub-04_run-01_trial-23.wav	14	4.0125	4.9716
sub-04	1	24	jur	sub-04_run-01_trial-24.wav	1	0.3925	0.6525
sub-04	1	24	jur	sub-04_run-01_trial-24.wav	2	0.6525	0.8925
sub-04	1	24	jur	sub-04_run-01_trial-24.wav	3	0.8925	1.1725
sub-04	1	24	jur	sub-04_run-01_trial-24.wav	4	1.2525	1.5325
sub-04	1	24	jur	sub-04_run-01_trial-24.wav	5	1.5325	1.7925
sub-04	1	24	jur	sub-04_run-01_trial-24.wav	6	1.8725	2.1325
sub-04	1	24	jur	sub-04_run-01_trial-24.wav	7	2.1325	2.4325
sub-04	1	24	jur	sub-04_run-01_trial-24.wav	8	2.4925	2.7725
sub-04	1	24	jur	sub-04_run-01_trial-24.wav	9	2.7725	3.0125
sub-04	1	24	jur	sub-04_run-01_trial-24.wav	10	3.0725	3.2925
sub-04	1	24	jur	sub-04_run-01_trial-24.wav	11	3.3525	3.6125
sub-04	1	24	jur	sub-04_run-01_trial-24.wav	12	3.6725	3.9325
sub-04	1	24	jur	sub-04_run-01_trial-24.wav	13	3.9925	4.2325
sub-04	1	25	thurs	sub-04_run-01_trial-25.wav	1	0.4725	0.7725
sub-04	1	25	thurs	sub-04_run-01_trial-25.wav	2	0.7725	1.1125
sub-04	1	25	thurs	sub-04_run-01_trial-25.wav	3	1.1125	1.4325
