subject	run	trial	syllable	wav_file
sub-02	3	23	pi	behav_sub-02_run-03_trial-23.wav
sub-02	3	24	fee	behav_sub-02_run-03_trial-24.wav
sub-02	3	25	pie	behav_sub-02_run-03_trial-25.wav
sub-02	3	26	neh	behav_sub-02_run-03_trial-26.wav
sub-02	3	27	much	behav_sub-02_run-03_trial-27.wav
sub-02	3	28	thieves	behav_sub-02_run-03_trial-28.wav
sub-02	3	29	ter	behav_sub-02_run-03_trial-29.wav
sub-02	3	30	per	behav_sub-02_run-03_trial-30.wav
sub-02	3	31	ver	behav_sub-02_run-03_trial-31.wav
sub-02	3	32	juh	behav_sub-02_run-03_trial-32.wav
sub-02	3	33	the	behav_sub-02_run-03_trial-33.wav
sub-02	3	34	imah	behav_sub-02_run-03_trial-34.wav
sub-02	3	35	mih	behav_sub-02_run-03_trial-35.wav
sub-02	3	36	leh	behav_sub-02_run-03_trial-36.wav
sub-02	3	37	jin	behav_sub-02_run-03_trial-37.wav
sub-02	3	38	a	behav_sub-02_run-03_trial-38.wav
sub-02	3	39	per	behav_sub-02_run-03_trial-39.wav
sub-02	3	40	three	behav_sub-02_run-03_trial-40.wav
sub-02	3	41	picked	behav_sub-02_run-03_trial-41.wav
sub-02	3	42	jur	behav_sub-02_run-03_trial-42.wav
sub-02	4	1	pi	behav_sub-02_run-04_trial-01.wav
sub-02	4	2	through	behav_sub-02_run-04_trial-02.wav
sub-02	4	3	much	behav_sub-02_run-04_trial-03.wav
sub-02	4	4	fee	behav_sub-02_run-04_trial-04.wav
sub-02	4	5	the	behav_sub-02_run-04_trial-05.wav
sub-02	4	6	less	behav_sub-02_run-04_trial-06.wav
sub-02	4	7	pie	behav_sub-02_run-04_trial-07.wav
sub-02	4	8	thrilled	behav_sub-02_run-04_trial-08.wav
sub-02	4	9	ver	behav_sub-02_run-04_trial-09.wav
sub-02	4	10	jur	behav_sub-02_run-04_trial-10.wav
sub-02	4	11	airy	behav_sub-02_run-04_trial-11.wav
sub-02	4	12	throne	behav_sub-02_run-04_trial-12.wav
sub-02	4	13	ter	behav_sub-02_run-04_trial-13.wav
sub-02	4	14	if	behav_sub-02_run-04_trial-14.wav
sub-02	4	15	naw	behav_sub-02_run-04_trial-15.wav
sub-02	4	16	three	behav_sub-02_run-04_trial-16.wav
sub-02	4	17	neh	behav_sub-02_run-04_trial-17.wav
sub-02	4	18	mih	behav_sub-02_run-04_trial-18.wav
sub-02	4	19	thieves	behav_sub-02_run-04_trial-19.wav
sub-02	4	20	out	behav_sub-02_run-04_trial-20.wav
sub-02	4	21	would	behav_sub-02_run-04_trial-21.wav
sub-02	4	22	ser	behav_sub-02_run-04_trial-22.wav
sub-02	4	23	thir	behav_sub-02_run-04_trial-23.wav
sub-02	4	24	a	behav_sub-02_run-04_trial-24.wav
sub-02	4	25	jin	behav_sub-02_run-04_trial-25.wav
sub-02	4	26	leh	behav_sub-02_run-04_trial-26.wav
sub-02	4	27	ther	behav_sub-02_run-04_trial-27.wav
sub-02	4	28	picked	behav_sub-02_run-04_trial-28.wav
sub-02	4	29	chuck	behav_sub-02_run-04_trial-29.wav
sub-02	4	30	per	behav_sub-02_run-04_trial-30.wav
sub-02	4	31	per	behav_sub-02_run-04_trial-31.wav
sub-02	4	32	pro	behav_sub-02_run-04_trial-32.wav
sub-02	4	33	how	behav_sub-02_run-04_trial-33.wav
sub-02	4	34	pot	behav_sub-02_run-04_trial-34.wav
sub-02	4	35	day	behav_sub-02_run-04_trial-35.wav
sub-02	4	36	imah	behav_sub-02_run-04_trial-36.wav
sub-02	4	37	thought	behav_sub-02_run-04_trial-37.wav
sub-02	4	38	peck	behav_sub-02_run-04_trial-38.wav
sub-02	4	39	ti	behav_sub-02_run-04_trial-39.wav
sub-02	4	40	thurs	behav_sub-02_run-04_trial-40.wav
sub-02	4	41	juh	behav_sub-02_run-04_trial-41.wav
sub-02	4	42	caw	behav_sub-02_run-04_trial-42.wav
sub-02	5	1	imah	behav_sub-02_run-05_trial-01.wav
sub-02	5	2	how	behav_sub-02_run-05_trial-02.wav
sub-02	5	3	thought	behav_sub-02_run-05_trial-03.wav
sub-02	5	4	mih	behav_sub-02_run-05_trial-04.wav
sub-02	5	5	throne	behav_sub-02_run-05_trial-05.wav
sub-02	5	6	neh	behav_sub-02_run-05_trial-06.wav
sub-02	5	7	per	behav_sub-02_run-05_trial-07.wav
sub-02	5	8	peck	behav_sub-02_run-05_trial-08.wav
sub-02	5	9	much	behav_sub-02_run-05_trial-09.wav
sub-02	5	10	juh	behav_sub-02_run-05_trial-10.wav
sub-02	5	11	picked	behav_sub-02_run-05_trial-11.wav
sub-02	5	12	thrilled	behav_sub-02_run-05_trial-12.wav
sub-02	5	13	thir	behav_sub-02_run-05_trial-13.wav
sub-02	5	14	fee	behav_sub-02_run-05_trial-14.wav
sub-02	5	15	ti	behav_sub-02_run-05_trial-15.wav
sub-02	5	16	per	behav_sub-02_run-05_trial-16.wav
sub-02	5	17	through	behav_sub-02_run-05_trial-17.wav
sub-02	5	18	thurs	behav_sub-02_run-05_trial-18.wav
sub-02	5	19	airy	behav_sub-02_run-05_trial-19.wav
sub-02	5	20	out	behav_sub-02_run-05_trial-20.wav
sub-02	5	21	jin	behav_sub-02_run-05_trial-21.wav
sub-02	5	22	pie	behav_sub-02_run-05_trial-22.wav
sub-02	5	23	ser	behav_sub-02_run-05_trial-23.wav
sub-02	5	24	pi	behav_sub-02_run-05_trial-24.wav
sub-02	5	25	jur	behav_sub-02_run-05_trial-25.wav
sub-02	5	26	chuck	behav_sub-02_run-05_trial-26.wav
sub-02	5	27	naw	behav_sub-02_run-05_trial-27.wav
sub-02	5	28	if	behav_sub-02_run-05_trial-28.wav
sub-02	5	29	would	behav_sub-02_run-05_trial-29.wav
sub-02	5	30	a	behav_sub-02_run-05_trial-30.wav
sub-02	5	31	ver	behav_sub-02_run-05_trial-31.wav
sub-02	5	32	leh	behav_sub-02_run-05_trial-32.wav
sub-02	5	33	the	behav_sub-02_run-05_trial-33.wav
sub-02	5	34	caw	behav_sub-02_run-05_trial-34.wav
sub-02	5	35	ther	behav_sub-02_run-05_trial-35.wav
sub-02	5	36	pot	behav_sub-02_run-05_trial-36.wav
sub-02	5	37	pro	behav_sub-02_run-05_trial-37.wav
sub-02	5	38	three	behav_sub-02_run-05_trial-38.wav
sub-02	5	39	less	behav_sub-02_run-05_trial-39.wav
sub-02	5	40	thieves	behav_sub-02_run-05_trial-40.wav
sub-02	5	41	ter	behav_sub-02_run-05_trial-41.wav
sub-02	5	42	day	behav_sub-02_run-05_trial-42.wav
sub-02	6	1	per	behav_sub-02_run-06_trial-01.wav
sub-02	6	2	less	behav_sub-02_run-06_trial-02.wav
sub-02	6	3	how	behav_sub-02_run-06_trial-03.wav
sub-02	6	4	ver	behav_sub-02_run-06_trial-04.wav
sub-02	6	5	ther	behav_sub-02_run-06_trial-05.wav
sub-02	6	6	thrilled	behav_sub-02_run-06_trial-06.wav
sub-02	6	7	would	behav_sub-02_run-06_trial-07.wav
sub-02	6	8	imah	behav_sub-02_run-06_trial-08.wav
sub-02	6	9	neh	behav_sub-02_run-06_trial-09.wav
sub-02	6	10	pi	behav_sub-02_run-06_trial-10.wav
sub-02	6	11	thieves	behav_sub-02_run-06_trial-11.wav
sub-02	6	12	pot	behav_sub-02_run-06_trial-12.wav
sub-02	6	13	jur	behav_sub-02_run-06_trial-13.wav
sub-02	6	14	naw	behav_sub-02_run-06_trial-14.wav
sub-02	6	15	through	behav_sub-02_run-06_trial-15.wav
sub-02	6	16	thir	behav_sub-02_run-06_trial-16.wav
sub-02	6	17	airy	behav_sub-02_run-06_trial-17.wav
sub-02	6	18	pro	behav_sub-02_run-06_trial-18.wav
sub-02	6	19	ter	behav_sub-02_run-06_trial-19.wav
sub-02	6	20	a	behav_sub-02_run-06_trial-20.wav
sub-02	6	21	out	behav_sub-02_run-06_trial-21.wav
sub-02	6	22	leh	behav_sub-02_run-06_trial-22.wav
sub-02	6	23	per	behav_sub-02_run-06_trial-23.wav
sub-02	6	24	chuck	behav_sub-02_run-06_trial-24.wav
sub-02	6	25	thurs	behav_sub-02_run-06_trial-25.wav
sub-02	6	26	ser	behav_sub-02_run-06_trial-26.wav
sub-02	6	27	the	behav_sub-02_run-06_trial-27.wav
sub-02	6	28	jin	behav_sub-02_run-06_trial-28.wav
sub-02	6	29	thought	behav_sub-02_run-06_trial-29.wav
sub-02	6	30	day	behav_sub-02_run-06_trial-30.wav
sub-02	6	31	fee	behav_sub-02_run-06_trial-31.wav
sub-02	6	32	caw	behav_sub-02_run-06_trial-32.wav
sub-02	6	33	three	behav_sub-02_run-06_trial-33.wav
sub-02	6	34	if	behav_sub-02_run-06_trial-34.wav
sub-02	6	35	much	behav_sub-02_run-06_trial-35.wav
sub-02	6	36	pie	behav_sub-02_run-06_trial-36.wav
sub-02	6	37	juh	behav_sub-02_run-06_trial-37.wav
sub-02	6	38	peck	behav_sub-02_run-06_trial-38.wav
sub-02	6	39	picked	behav_sub-02_run-06_trial-39.wav
sub-02	6	40	mih	behav_sub-02_run-06_trial-40.wav
sub-02	6	41	ti	behav_sub-02_run-06_trial-41.wav
sub-02	6	42	throne	behav_sub-02_run-06_trial-42.wav
sub-02	7	1	how	behav_sub-02_run-07_trial-01.wav
sub-02	7	2	pot	behav_sub-02_run-07_trial-02.wav
sub-02	7	3	caw	behav_sub-02_run-07_trial-03.wav
sub-02	7	4	airy	behav_sub-02_run-07_trial-04.wav
sub-02	7	5	jur	behav_sub-02_run-07_trial-05.wav
sub-02	7	6	throne	behav_sub-02_run-07_trial-06.wav
sub-02	7	7	ti	behav_sub-02_run-07_trial-07.wav
sub-02	7	8	ver	behav_sub-02_run-07_trial-08.wav
sub-02	7	9	mih	behav_sub-02_run-07_trial-09.wav
sub-02	7	10	jin	behav_sub-02_run-07_trial-10.wav
sub-02	7	11	thieves	behav_sub-02_run-07_trial-11.wav
sub-02	7	12	day	behav_sub-02_run-07_trial-12.wav
sub-02	7	13	picked	behav_sub-02_run-07_trial-13.wav
sub-02	7	14	a	behav_sub-02_run-07_trial-14.wav
sub-02	7	15	chuck	behav_sub-02_run-07_trial-15.wav
sub-02	7	16	ser	behav_sub-02_run-07_trial-16.wav
sub-02	7	17	would	behav_sub-02_run-07_trial-17.wav
sub-02	7	18	if	behav_sub-02_run-07_trial-18.wav
sub-02	7	19	per	behav_sub-02_run-07_trial-19.wav
sub-02	7	20	out	behav_sub-02_run-07_trial-20.wav
sub-02	7	21	pro	behav_sub-02_run-07_trial-21.wav
sub-02	7	22	three	behav_sub-02_run-07_trial-22.wav
sub-02	7	23	less	behav_sub-02_run-07_trial-23.wav
sub-02	7	24	thrilled	behav_sub-02_run-07_trial-24.wav
sub-02	7	25	leh	behav_sub-02_run-07_trial-25.wav
sub-02	7	26	ter	behav_sub-02_run-07_trial-26.wav
sub-02	7	27	neh	behav_sub-02_run-07_trial-27.wav
sub-02	7	28	peck	behav_sub-02_run-07_trial-28.wav
sub-02	7	29	imah	behav_sub-02_run-07_trial-29.wav
sub-02	7	30	thir	behav_sub-02_run-07_trial-30.wav
sub-02	7	31	much	behav_sub-02_run-07_trial-31.wav
sub-02	7	32	thought	behav_sub-02_run-07_trial-32.wav
sub-02	7	33	the	behav_sub-02_run-07_trial-33.wav
sub-02	7	34	juh	behav_sub-02_run-07_trial-34.wav
sub-02	7	35	ther	behav_sub-02_run-07_trial-35.wav
sub-02	7	36	per	behav_sub-02_run-07_trial-36.wav
sub-02	7	37	naw	behav_sub-02_run-07_trial-37.wav
sub-02	7	38	pi	behav_sub-02_run-07_trial-38.wav
sub-02	7	39	pie	behav_sub-02_run-07_trial-39.wav
sub-02	7	40	through	behav_sub-02_run-07_trial-40.wav
sub-02	7	41	fee	behav_sub-02_run-07_trial-41.wav
sub-02	7	42	thurs	behav_sub-02_run-07_trial-42.wav
sub-02	8	1	fee	behav_sub-02_run-08_trial-01.wav
sub-02	8	2	thurs	behav_sub-02_run-08_trial-02.wav
sub-02	8	3	leh	behav_sub-02_run-08_trial-03.wav
sub-02	8	4	per	behav_sub-02_run-08_trial-04.wav
sub-02	8	5	the	behav_sub-02_run-08_trial-05.wav
sub-02	8	6	mih	behav_sub-02_run-08_trial-06.wav
sub-02	8	7	much	behav_sub-02_run-08_trial-07.wav
sub-02	8	8	airy	behav_sub-02_run-08_trial-08.wav
sub-02	8	9	if	behav_sub-02_run-08_trial-09.wav
sub-02	8	10	out	behav_sub-02_run-08_trial-10.wav
sub-02	8	11	less	behav_sub-02_run-08_trial-11.wav
sub-02	8	12	peck	behav_sub-02_run-08_trial-12.wav
sub-02	8	13	ver	behav_sub-02_run-08_trial-13.wav
sub-02	8	14	picked	behav_sub-02_run-08_trial-14.wav
sub-02	8	15	throne	behav_sub-02_run-08_trial-15.wav
sub-02	8	16	per	behav_sub-02_run-08_trial-16.wav
sub-02	8	17	thrilled	behav_sub-02_run-08_trial-17.wav
sub-02	8	18	through	behav_sub-02_run-08_trial-18.wav
sub-02	8	19	a	behav_sub-02_run-08_trial-19.wav
sub-02	8	20	ther	behav_sub-02_run-08_trial-20.wav
sub-02	8	21	jin	behav_sub-02_run-08_trial-21.wav
sub-02	8	22	neh	behav_sub-02_run-08_trial-22.wav
sub-02	8	23	pro	behav_sub-02_run-08_trial-23.wav
sub-02	8	24	three	behav_sub-02_run-08_trial-24.wav
sub-02	8	25	ter	behav_sub-02_run-08_trial-25.wav
sub-02	8	26	juh	behav_sub-02_run-08_trial-26.wav
sub-02	8	27	thieves	behav_sub-02_run-08_trial-27.wav
sub-02	8	28	jur	behav_sub-02_run-08_trial-28.wav
sub-02	8	29	pie	behav_sub-02_run-08_trial-29.wav
sub-02	8	30	chuck	behav_sub-02_run-08_trial-30.wav
sub-02	8	31	ser	behav_sub-02_run-08_trial-31.wav
sub-02	8	32	would	behav_sub-02_run-08_trial-32.wav
sub-02	8	33	thir	behav_sub-02_run-08_trial-33.wav
sub-02	8	34	imah	behav_sub-02_run-08_trial-34.wav
sub-02	8	35	naw	behav_sub-02_run-08_trial-35.wav
sub-02	8	36	pot	behav_sub-02_run-08_trial-36.wav
sub-02	8	37	caw	behav_sub-02_run-08_trial-37.wav
sub-02	8	38	how	behav_sub-02_run-08_trial-38.wav
sub-02	8	39	ti	behav_sub-02_run-08_trial-39.wav
sub-02	8	40	day	behav_sub-02_run-08_trial-40.wav
sub-02	8	41	pi	behav_sub-02_run-08_trial-41.wav
sub-02	8	42	thought	behav_sub-02_run-08_trial-42.wav
